complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
88317,4,4,59757,66486,9052,10058,21893,22550,48547566,60
90802,4,4,61062,70618,8169,8252,24039,24448,48547566,60
81419,4,4,56842,61174,8844,10396,15610,16021,48547566,60
82207,4,4,58344,64331,8303,8606,19956,20371,48547566,60
85598,4,4,58349,65780,8408,8747,16049,16382,48547566,60
79958,4,4,56690,62496,8305,8582,19759,20220,48547566,60
86390,4,4,57964,67036,8200,8598,25558,25938,48547566,60
82085,4,4,56845,64322,8431,8767,19007,19303,48547566,60
80324,4,4,55081,61794,8728,8941,20290,20823,48547566,60
82859,4,4,57737,64212,8379,8702,21462,22069,48547566,60
77646,4,4,55015,59544,8449,8863,14769,15335,48547566,60
84712,4,4,55583,63545,8679,9710,22810,23088,48547566,60
79430,4,4,55837,61556,8405,8816,16513,17200,48547566,60
88014,4,4,56249,68867,8323,8652,28519,28804,48547566,60
82285,4,4,56872,61637,8866,10326,16905,17215,48547566,60
90051,4,4,57385,64975,8385,8872,20716,20995,48547566,60
87597,4,4,59090,67336,8896,10252,22575,23157,48547566,60
82961,4,4,56179,63947,8514,9125,17880,18315,48547566,60
87653,4,4,55713,68450,8604,9137,26467,26706,48547566,60
90727,4,4,55737,68707,8645,10138,28832,29124,48547566,60
