complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
1169985,64,68,601015,1066287,11205,12770,947045,994572,783000000,80
1116442,64,68,566885,1021826,11199,12805,915936,961121,783000000,80
1085069,64,68,581279,972669,10991,12431,835356,926255,783000000,80
1084973,64,68,530289,940169,11387,13121,838554,905913,783000000,80
1178477,64,68,698623,1048951,11645,13365,897145,995183,783000000,80
1105365,64,68,508761,1005597,11730,13359,875413,918026,783000000,80
1130112,64,68,471885,994743,11255,13551,866954,941579,783000000,80
1143239,64,68,608065,1067872,11403,14167,970922,1006752,783000000,80
1080075,64,68,572726,966605,11878,18412,884257,912002,783000000,80
1100314,64,68,573895,1005850,11186,12391,882527,912827,783000000,80
1099680,64,68,588898,958265,11447,13415,871992,920781,783000000,80
797486,64,68,319657,675931,11356,20051,533226,572755,783000000,80
1084100,64,68,558161,963360,10939,12584,788052,881056,783000000,80
1077902,64,68,567774,983644,10994,13947,841588,871083,783000000,80
1263113,64,68,737332,1154164,10924,12605,1031790,1069006,783000000,80
1165039,64,68,579535,1062146,11035,12558,930741,974156,783000000,80
1267359,64,68,630654,1126575,11795,19530,971307,1075983,783000000,80
1124085,64,68,598677,1029800,11316,12861,927901,972433,783000000,80
1113250,64,68,605072,1024478,11413,14512,893216,922987,783000000,80
1027651,64,68,622779,907641,11091,13353,807356,841617,783000000,80
