Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1027757,757,793,42793,87220,2611,4600,29442,772902,6222,41635,1,500,40
1073519,757,793,44156,84102,2824,10829,31002,822296,6222,41635,1,500,40
1028667,757,793,42537,84521,2406,4444,30121,776943,6222,41635,1,500,40
1057147,757,793,44265,88342,2715,4312,30501,801814,6222,41635,1,500,40
1059523,757,793,44106,93271,2652,4168,30740,800305,6222,41635,1,500,40
1052510,757,793,43344,86977,2550,3935,30589,801932,6222,41635,1,500,40
1037092,757,793,42864,84852,2828,12400,29155,781583,6222,41635,1,500,40
1023048,757,793,41964,84981,2764,4874,29943,770323,6222,41635,1,500,40
1004683,757,793,41131,83670,2671,4161,29072,756425,6222,41635,1,500,40
1025962,757,793,42138,85635,2537,4241,29834,777968,6222,41635,1,500,40
1006969,757,793,41217,93825,2563,5588,28740,754265,6222,41635,1,500,40
1028617,757,793,42920,85017,2539,4938,29302,778059,6222,41635,1,500,40
1012878,757,793,42331,87003,2659,4134,28898,764396,6222,41635,1,500,40
1024955,757,793,42729,86030,2622,4262,29085,776237,6222,41635,1,500,40
1042535,757,793,43753,83549,2557,4541,29442,791127,6222,41635,1,500,40
1018877,757,793,42180,94779,2611,4811,29076,768449,6222,41635,1,500,40
1038189,757,793,42466,84908,2765,12087,29232,786194,6222,41635,1,500,40
1047700,757,793,42840,84083,2549,5859,30426,801774,6222,41635,1,500,40
1021803,757,793,42021,89461,2916,12471,28942,767662,6222,41635,1,500,40
1027651,757,793,42469,85888,2654,9055,28823,776737,6222,41635,1,500,40

