complTime,nCores
798800,60
796603,60
783940,60
796315,60
785792,60
781742,60
787952,60
787284,60
816086,60
788618,60
794873,60
782379,60
794485,60
787516,60
794851,60
795515,60
781705,60
789348,60
810029,60
788061,60
