complTime,nCores
346126,100
322248,100
389432,100
384803,100
217427,100
336216,100
275541,100
415862,100
399723,100
472913,100
337827,100
323014,100
346500,100
372214,100
308115,100
330196,100
328510,100
336496,100
333596,100
322319,100
