complTime,nCores
413787,80
400355,80
404967,80
409936,80
414678,80
408002,80
425392,80
413959,80
412951,80
405506,80
425259,80
403523,80
403058,80
393880,80
410344,80
415182,80
406732,80
420603,80
410228,80
409196,80
