Application class: R4
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
807388,868,910,43378,87743,3337,4981,30264,585680,597303,722641,1,750,60
836895,868,910,45180,85579,3355,5166,31486,616124,597303,722641,1,750,60
831517,868,910,44163,90498,3239,5091,31603,609870,597303,722641,1,750,60
800083,868,910,42103,85681,3237,13247,28696,574736,597303,722641,1,750,60
830367,868,910,43619,82178,3332,5277,31979,609140,597303,722641,1,750,60
804833,868,910,42843,86930,3465,11940,28884,579782,597303,722641,1,750,60
790245,868,910,42790,86498,3219,6266,28406,566625,597303,722641,1,750,60
802383,868,910,42420,85847,3404,12398,29252,577577,597303,722641,1,750,60
799256,868,910,42674,88696,3433,10492,29295,566021,597303,722641,1,750,60
812471,868,910,41263,85221,3446,5181,32468,588448,597303,722641,1,750,60
801753,868,910,43192,90895,3238,5158,29734,578303,597303,722641,1,750,60
831170,868,910,44809,91056,3182,5126,31071,612593,597303,722641,1,750,60
796384,868,910,41983,87272,3285,5186,30195,575580,597303,722641,1,750,60
811397,868,910,42838,86049,3525,13424,29493,582518,597303,722641,1,750,60
806663,868,910,42377,85617,3426,10644,30141,582172,597303,722641,1,750,60
798063,868,910,43408,87916,3194,5148,29347,571346,597303,722641,1,750,60
803020,868,910,43055,85357,3438,4790,30117,578839,597303,722641,1,750,60
810948,868,910,43356,85793,3362,4940,30544,591993,597303,722641,1,750,60
808403,868,910,43477,84797,3195,4929,29887,586200,597303,722641,1,750,60
786571,868,910,41732,84205,3271,4761,29434,567293,597303,722641,1,750,60

