complTime,dataSize,nCores
639655,2159968164,120
700190,2159968164,120
650443,2159968164,120
644508,2159968164,120
601427,2159968164,120
692900,2159968164,120
723818,2159968164,120
613802,2159968164,120
609242,2159968164,120
620979,2159968164,120
631326,2159968164,120
641129,2159968164,120
831888,2159968164,120
637050,2159968164,120
643300,2159968164,120
781392,2159968164,120
636937,2159968164,120
657445,2159968164,120
632600,2159968164,120
634264,2159968164,120
