Application class: R4
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
77878,288,302,18641,30756,3151,5126,15199,41181,920625,1111218,1,250,120
85775,288,302,19243,30624,3480,10555,12860,39799,920625,1111218,1,250,120
82439,288,302,20159,34556,3096,4849,17284,45292,920625,1111218,1,250,120
76852,288,302,19721,32838,3122,4766,14022,40263,920625,1111218,1,250,120
130929,288,302,19452,33698,2884,4022,44814,93338,920625,1111218,1,250,120
71704,288,302,18372,29536,2970,4790,12433,35775,920625,1111218,1,250,120
88546,288,302,18647,33451,2958,4475,21173,50785,920625,1111218,1,250,120
91045,288,302,19944,32618,2958,5191,22299,54032,920625,1111218,1,250,120
71848,288,302,18809,32272,3142,5072,11507,34671,920625,1111218,1,250,120
103964,288,302,21103,35488,2907,4441,27743,64792,920625,1111218,1,250,120
74528,288,302,19471,32958,3196,4799,13390,38744,920625,1111218,1,250,120
93192,288,302,20551,39156,3173,5144,22455,55979,920625,1111218,1,250,120
92559,288,302,19564,35996,3083,4960,22481,55297,920625,1111218,1,250,120
100026,288,302,20231,43726,2939,4424,26506,61947,920625,1111218,1,250,120
149630,288,302,19324,32710,2812,4524,56259,112472,920625,1111218,1,250,120
173725,288,302,62003,87475,3967,10160,23605,62611,920625,1111218,1,250,120
85763,288,302,18319,29985,3574,10636,9952,31819,920625,1111218,1,250,120
108434,288,302,22388,51488,2796,4516,29543,69842,920625,1111218,1,250,120
122914,288,302,26071,88315,2833,4667,34796,85728,920625,1111218,1,250,120
74847,288,302,19459,31536,3039,4957,13248,37719,920625,1111218,1,250,120

