Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
2399478,667,174,64483,81622,178,784,143357,177440,12999661,13406102,1,250,20
2465890,667,174,64376,83285,230,2254,151345,254078,12999661,13406102,1,250,20
2477668,667,174,64493,78475,159,1039,152306,216567,12999661,13406102,1,250,20
2436030,667,174,64330,85213,176,2633,147577,194738,12999661,13406102,1,250,20
2488595,667,174,62164,78749,365,4141,161047,278426,12999661,13406102,1,250,20
2520928,667,174,63328,86301,242,7259,162166,335739,12999661,13406102,1,250,20
2460115,667,174,65065,84282,155,502,148501,192445,12999661,13406102,1,250,20
2505984,667,174,63785,81645,426,6042,157026,297427,12999661,13406102,1,250,20
2481967,667,174,63785,76826,158,850,155610,284931,12999661,13406102,1,250,20
2441892,667,174,64798,85044,173,1360,147482,174449,12999661,13406102,1,250,20
2475892,667,174,64241,81805,474,4457,150842,305901,12999661,13406102,1,250,20
2484726,667,174,63986,78712,154,634,155855,260344,12999661,13406102,1,250,20
2458710,667,174,63848,82155,152,599,150469,253603,12999661,13406102,1,250,20
2414061,667,174,63855,81272,159,692,145958,179668,12999661,13406102,1,250,20
2430069,667,174,64590,81246,170,852,145627,176203,12999661,13406102,1,250,20
2425471,667,174,64368,82699,163,683,145455,174303,12999661,13406102,1,250,20
2444363,667,174,64805,83354,166,569,147079,183211,12999661,13406102,1,250,20
2411625,667,174,64195,82418,159,643,145386,177440,12999661,13406102,1,250,20
2436018,667,174,64812,106795,166,2151,147161,187914,12999661,13406102,1,250,20
2413516,667,174,63948,80534,172,945,145475,184112,12999661,13406102,1,250,20

