complTime,nCores
79482,120
77189,120
79274,120
82701,120
78731,120
78194,120
79887,120
74405,120
80881,120
76495,120
80946,120
86769,120
82579,120
74572,120
77393,120
78950,120
76748,120
75598,120
79739,120
80317,120
