complTime,nCores
89466,100
73230,100
76413,100
73155,100
81255,100
79775,100
80469,100
75013,100
81904,100
79904,100
77232,100
78029,100
78414,100
76157,100
77229,100
75646,100
78033,100
77802,100
77255,100
79451,100
