complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
358072,591,619,47237,2649,26969,720000376,120
304006,591,619,27202,2531,37373,720000376,120
314119,591,619,31699,2539,36030,720000376,120
364220,591,619,39437,2363,39838,720000376,120
279767,591,619,24929,2473,33861,720000376,120
345782,591,619,41124,2566,34473,720000376,120
408552,591,619,42151,2532,48276,720000376,120
358857,591,619,31100,2387,46275,720000376,120
322246,591,619,32586,2588,37560,720000376,120
321055,591,619,29081,2505,39526,720000376,120
329336,591,619,32216,2404,38494,720000376,120
410698,591,619,44276,2298,46473,720000376,120
358184,591,619,30490,2377,46575,720000376,120
342199,591,619,42244,2477,32795,720000376,120
386448,591,619,45103,2393,40336,720000376,120
344096,591,619,33251,2427,40423,720000376,120
367698,591,619,38424,2496,42016,720000376,120
319094,591,619,27969,2591,40426,720000376,120
407704,591,619,30744,2968,57311,720000376,120
346383,591,619,36802,2543,38118,720000376,120
