Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
532402,381,400,45764,85886,2572,4138,27927,372308,9609,20955,1,250,40
516956,381,400,43823,85811,2591,3944,27396,358481,9609,20955,1,250,40
524174,381,400,44196,86465,2589,4192,28128,365538,9609,20955,1,250,40
529514,381,400,44495,86320,2970,11970,27259,363570,9609,20955,1,250,40
518094,381,400,44482,83050,2342,4577,26850,359725,9609,20955,1,250,40
536861,381,400,45474,85420,2454,4149,28926,374625,9609,20955,1,250,40
525880,381,400,44510,86331,2623,4262,28477,364667,9609,20955,1,250,40
526882,381,400,45789,84596,2400,3835,26898,367131,9609,20955,1,250,40
529964,381,400,45844,86653,2556,3691,27497,367604,9609,20955,1,250,40
527733,381,400,45224,85932,2376,4324,26974,361289,9609,20955,1,250,40
521759,381,400,44084,87839,2380,3873,28064,360046,9609,20955,1,250,40
511483,381,400,43960,83831,2483,4183,26585,350404,9609,20955,1,250,40
506676,381,400,40729,84939,2305,4752,27889,345081,9609,20955,1,250,40
522996,381,400,44594,86802,2491,3922,27255,366789,9609,20955,1,250,40
534999,381,400,45199,87291,2680,11794,26669,372537,9609,20955,1,250,40
536588,381,400,45864,85369,2516,4221,28611,379368,9609,20955,1,250,40
516554,381,400,43744,83294,2403,4628,27038,359658,9609,20955,1,250,40
519796,381,400,44711,82717,2455,4035,26930,363554,9609,20955,1,250,40
535281,381,400,46095,85940,2297,3686,27664,379467,9609,20955,1,250,40
532894,381,400,44275,85377,2963,10550,28755,365292,9609,20955,1,250,40

