complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,1
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,2
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,3
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,4
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,5
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,6
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,7
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,8
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,9
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,10
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,11
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,12
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,13
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,14
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,15
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,16
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,17
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,18
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,19
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,20
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,21
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,22
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,23
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,24
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,25
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,26
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,27
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,28
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,29
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,30
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,31
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,32
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,33
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,34
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,35
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,36
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,37
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,38
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,39
40250,288,302,31038,88924,2884,5107,24697,205432,359965927,40
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,1
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,2
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,3
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,4
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,5
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,6
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,7
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,8
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,9
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,10
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,11
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,12
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,13
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,14
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,15
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,16
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,17
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,18
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,19
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,20
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,21
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,22
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,23
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,24
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,25
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,26
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,27
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,28
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,29
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,30
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,31
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,32
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,33
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,34
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,35
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,36
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,37
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,38
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,39
40500,573,601,43202,90586,3130,12914,28955,593372,720015053,40
