Application class: Q2
complTime,nM1,M1avg,M1max,nR2,R2avg,R2max,S2avg,S2max,S2Bavg,S2Bmax,nR3,R3avg,R3max,S3avg,S3max,S3Bavg,S3Bmax,nM4,M4avg,M4max,nR5,R5avg,R5max,S5avg,S5max,S5Bavg,S5Bmax,users,dataSize,nCores
351419,25,122539,170144,10,4517,6824,54471,70546,205567,205567,1,1872,1872,2817,2817,8895,8895,1,56470,56470,1,4063,4063,6869,6869,224871,224871,1,50,2
331361,25,116175,159146,10,3398,4356,25329,31405,205567,205567,1,860,860,17762,17762,8895,8895,1,49910,49910,1,1242,1242,3422,3422,224871,224871,1,50,2
354938,25,122659,170526,10,3789,6281,63392,79373,205567,205567,1,727,727,4326,4326,8895,8895,1,59131,59131,1,3224,3224,6438,6438,224871,224871,1,50,2
335500,25,120391,166302,10,3544,5269,24380,27989,205567,205567,1,925,925,14189,14189,8895,8895,1,45300,45300,1,1952,1952,7001,7001,224871,224871,1,50,2
357131,25,122640,181454,10,3704,7137,70118,84861,205567,205567,1,717,717,6370,6370,8895,8895,1,60213,60213,1,3457,3457,7397,7397,224871,224871,1,50,2
351184,25,122966,168492,10,4749,9588,48574,63484,205567,205567,1,497,497,5056,5056,8895,8895,1,45577,45577,1,4197,4197,6651,6651,224871,224871,1,50,2
347412,25,120676,170947,10,4633,8037,61213,77253,205567,205567,1,2045,2045,1640,1640,8895,8895,1,58347,58347,1,3305,3305,6075,6075,224871,224871,1,50,2
346407,25,116415,153877,10,4168,8271,42812,60260,205567,205567,1,422,422,13563,13563,8895,8895,1,47183,47183,1,3156,3156,9017,9017,224871,224871,1,50,2
328508,25,117715,162632,10,3825,5713,23751,29415,205567,205567,1,741,741,15414,15414,8895,8895,1,39841,39841,1,2808,2808,6388,6388,224871,224871,1,50,2
341951,25,119012,155050,10,4203,9191,41151,57737,205567,205567,1,2615,2615,7564,7564,8895,8895,1,50551,50551,1,3033,3033,7148,7148,224871,224871,1,50,2
333612,25,118754,164258,10,4516,6826,22965,29619,205567,205567,1,377,377,22179,22179,8895,8895,1,47273,47273,1,2386,2386,4221,4221,224871,224871,1,50,2
329789,25,120528,168287,10,3874,4980,27790,36369,205567,205567,1,801,801,7872,7872,8895,8895,1,42366,42366,1,4028,4028,6680,6680,224871,224871,1,50,2
320956,25,112663,147434,10,3604,4479,28811,39685,205567,205567,1,1750,1750,7898,7898,8895,8895,1,41395,41395,1,3562,3562,5848,5848,224871,224871,1,50,2
326735,25,118791,164893,10,3605,5328,22526,25305,205567,205567,1,648,648,8721,8721,8895,8895,1,47478,47478,1,2905,2905,6828,6828,224871,224871,1,50,2
341907,25,121204,167568,10,4507,8762,40781,54434,205567,205567,1,1929,1929,1413,1413,8895,8895,1,44242,44242,1,2841,2841,4440,4440,224871,224871,1,50,2
341355,25,122032,164609,10,3285,3933,35162,40623,205567,205567,1,733,733,5549,5549,8895,8895,1,47060,47060,1,1837,1837,6182,6182,224871,224871,1,50,2
339640,25,123280,176807,10,4354,5484,37888,49464,205567,205567,1,1770,1770,3665,3665,8895,8895,1,55157,55157,1,3859,3859,9612,9612,224871,224871,1,50,2
347169,25,121658,169530,10,4490,8635,50976,68419,205567,205567,1,919,919,3171,3171,8895,8895,1,43523,43523,1,4091,4091,7749,7749,224871,224871,1,50,2
337794,25,120407,168930,10,4159,5571,29416,41212,205567,205567,1,880,880,5242,5242,8895,8895,1,48722,48722,1,3432,3432,6792,6792,224871,224871,1,50,2
350415,25,123491,175956,10,3905,7511,48476,63251,205567,205567,1,516,516,6028,6028,8895,8895,1,45942,45942,1,4025,4025,8611,8611,224871,224871,1,50,2

