Application class: Q3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
217201,68,1,76111,134337,3445,3445,37205,37205,4940,4940,1,50,5
221698,68,1,73522,114066,4429,4429,33774,33774,4940,4940,1,50,5
221913,68,1,72895,128414,4604,4604,30537,30537,4940,4940,1,50,5
197992,68,1,65934,123429,4684,4684,21892,21892,4940,4940,1,50,5
209690,68,1,69967,109814,4961,4961,32436,32436,4940,4940,1,50,5
201874,68,1,65837,118389,4764,4764,20951,20951,4940,4940,1,50,5
196137,68,1,65932,121671,4364,4364,19172,19172,4940,4940,1,50,5
198600,68,1,64357,121127,4927,4927,21609,21609,4940,4940,1,50,5
204528,68,1,67056,119455,3582,3582,26897,26897,4940,4940,1,50,5
215113,68,1,65435,126714,3109,3109,33755,33755,4940,4940,1,50,5
195895,68,1,61310,109338,4947,4947,22666,22666,4940,4940,1,50,5
189034,68,1,60419,116263,2865,2865,27981,27981,4940,4940,1,50,5
197755,68,1,63455,124995,2739,2739,23412,23412,4940,4940,1,50,5
196158,68,1,60001,115795,3459,3459,37189,37189,4940,4940,1,50,5
204078,68,1,63619,119870,1626,1626,25950,25950,4940,4940,1,50,5
202832,68,1,64329,117801,5634,5634,26731,26731,4940,4940,1,50,5
206348,68,1,63900,112588,4800,4800,29162,29162,4940,4940,1,50,5
216445,68,1,69767,117537,6085,6085,31871,31871,4940,4940,1,50,5
205574,68,1,67363,123570,5609,5609,24208,24208,4940,4940,1,50,5
202201,68,1,66237,119326,3501,3501,20483,20483,4940,4940,1,50,5

