complTime,nCores
67727,120
71967,120
71581,120
70428,120
71837,120
77879,120
73304,120
71207,120
76959,120
75473,120
69698,120
73921,120
71893,120
74378,120
71875,120
67096,120
72538,120
72967,120
77132,120
71018,120
