complTime,nCores
70004,100
73990,100
82326,100
71338,100
71111,100
76971,100
72994,100
72849,100
69761,100
70566,100
74940,100
75253,100
74997,100
74342,100
67855,100
69485,100
75914,100
76823,100
80171,100
75727,100
