complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
1892926,64,68,1014861,11314,1160868,783000000,60
2117907,64,68,1154418,11114,1291101,783000000,60
1810133,64,68,1176759,11979,945043,783000000,60
2533829,64,68,1322640,11030,1662772,783000000,60
2069788,64,68,1333174,11912,1172259,783000000,60
1961781,64,68,1321499,11305,963515,783000000,60
1987524,64,68,959692,11147,1409131,783000000,60
1745787,64,68,1115200,11388,902068,783000000,60
2094662,64,68,1386155,11518,1127273,783000000,60
2015750,64,68,1017798,11468,1365414,783000000,60
1928754,64,68,1290313,11135,1007020,783000000,60
1905038,64,68,943730,11642,1294935,783000000,60
1863545,64,68,1242322,11322,928700,783000000,60
1907879,64,68,1282327,11397,1034915,783000000,60
1675240,64,68,1099844,11403,848231,783000000,60
2229828,64,68,1474452,11338,1259843,783000000,60
1898319,64,68,911951,11478,1298019,783000000,60
1913319,64,68,972718,11374,1226711,783000000,60
2438747,64,68,1459775,11170,1416999,783000000,60
2207841,64,68,1287861,11411,1369881,783000000,60
