complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
23066,2,2,11838,1433,4301,18271305,80
25145,2,2,12742,1435,4743,18271305,80
24589,2,2,12129,1431,3969,18271305,80
24878,2,2,12669,1445,4502,18271305,80
23253,2,2,11541,1427,4541,18271305,80
22856,2,2,10807,1401,2993,18271305,80
22267,2,2,10704,1420,3161,18271305,80
22388,2,2,10732,1275,3111,18271305,80
22281,2,2,10825,1374,3007,18271305,80
22341,2,2,10558,1386,3041,18271305,80
22248,2,2,10921,1413,3370,18271305,80
22567,2,2,10926,1284,3639,18271305,80
23553,2,2,11690,1300,4713,18271305,80
28168,2,2,15257,1288,3115,18271305,80
22464,2,2,10606,1415,3146,18271305,80
24789,2,2,12723,1422,4711,18271305,80
24757,2,2,12599,1406,4722,18271305,80
24855,2,2,12434,1431,4714,18271305,80
22402,2,2,11268,1304,3428,18271305,80
22309,2,2,10758,1292,3058,18271305,80
