complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
25629,2,2,12696,1485,4986,18271305,100
24778,2,2,12739,1435,4518,18271305,100
23783,2,2,11406,1421,4462,18271305,100
23201,2,2,10902,1434,4675,18271305,100
32543,2,2,12547,5399,6806,18271305,100
22649,2,2,10975,1417,3573,18271305,100
23273,2,2,11020,1437,3068,18271305,100
22821,2,2,11090,1393,2786,18271305,100
22545,2,2,11004,1423,3708,18271305,100
24904,2,2,12658,1431,4742,18271305,100
24752,2,2,12568,1486,4723,18271305,100
24986,2,2,12648,1434,4697,18271305,100
24561,2,2,12037,1403,5332,18271305,100
23602,2,2,11223,1395,5464,18271305,100
24678,2,2,11769,1297,6412,18271305,100
22523,2,2,10819,1415,3410,18271305,100
22429,2,2,10559,1401,4245,18271305,100
22850,2,2,10837,1310,4497,18271305,100
21860,2,2,10537,1316,3907,18271305,100
34026,2,2,16451,1882,12738,18271305,100
