complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
230622,288,302,54379,2854,48799,359965927,100
92483,288,302,18200,2903,16710,359965927,100
84455,288,302,17919,3013,12814,359965927,100
125103,288,302,19499,2996,30464,359965927,100
94986,288,302,17451,3737,16476,359965927,100
167060,288,302,19162,2741,51333,359965927,100
141808,288,302,23824,2861,34588,359965927,100
190942,288,302,19072,2832,63311,359965927,100
95614,288,302,18467,2858,17355,359965927,100
167410,288,302,18269,2904,52373,359965927,100
150177,288,302,26809,3034,36186,359965927,100
146422,288,302,17849,3621,41275,359965927,100
99891,288,302,19230,2970,18863,359965927,100
94548,288,302,18197,2879,16997,359965927,100
150130,288,302,17512,2768,45145,359965927,100
151107,288,302,18231,3450,41505,359965927,100
147581,288,302,18251,2760,43003,359965927,100
172302,288,302,18013,3095,54640,359965927,100
145804,288,302,18506,2877,41888,359965927,100
116318,288,302,19457,2854,27009,359965927,100
