complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
222339,287,300,56247,1751,22805,360014110,80
168969,287,300,25354,1703,31990,360014110,80
115140,287,300,17954,1830,15930,360014110,80
129230,287,300,17519,1769,24856,360014110,80
110359,287,300,16952,1873,17048,360014110,80
173552,287,300,26945,1754,32685,360014110,80
115318,287,300,17319,1786,14357,360014110,80
177424,287,300,17028,1789,43998,360014110,80
132588,287,300,19709,1715,22897,360014110,80
149500,287,300,18324,2710,28241,360014110,80
120322,287,300,17049,1666,20609,360014110,80
121813,287,300,16965,1817,22753,360014110,80
116462,287,300,17905,1791,19199,360014110,80
140690,287,300,22148,1712,23070,360014110,80
107664,287,300,16578,1820,17035,360014110,80
135522,287,300,17194,1771,26555,360014110,80
155033,287,300,17120,1805,34743,360014110,80
159623,287,300,23930,3359,29147,360014110,80
144574,287,300,18243,1884,28482,360014110,80
166677,287,300,17032,1728,40058,360014110,80
