complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
32831,3,3,12853,5691,6168,31321566,120
23113,3,3,11912,1411,3497,31321566,120
23085,3,3,12321,1424,4101,31321566,120
22640,3,3,11628,1428,4405,31321566,120
25151,3,3,13128,1571,4875,31321566,120
24804,3,3,13722,1418,4584,31321566,120
24829,3,3,13507,1435,5572,31321566,120
24555,3,3,13462,1453,4154,31321566,120
25467,3,3,13900,1446,4930,31321566,120
25351,3,3,13511,1440,6095,31321566,120
22520,3,3,11335,1429,4429,31321566,120
22943,3,3,12153,1332,4205,31321566,120
22406,3,3,11688,1423,3593,31321566,120
25251,3,3,13342,1433,7037,31321566,120
23274,3,3,11927,1353,5322,31321566,120
27877,3,3,11539,1313,3677,31321566,120
25183,3,3,12779,1433,5790,31321566,120
24636,3,3,12952,1430,5526,31321566,120
25709,3,3,13735,1437,5901,31321566,120
26030,3,3,13539,1455,6391,31321566,120
