complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
2162432,1183,1009,44530,9522,251196,1439980416,100
1948246,1183,1009,42788,29013,194846,1439980416,100
1824296,1183,1009,43886,43557,161959,1439980416,100
1942924,1183,1009,42565,8995,220983,1439980416,100
2347015,1183,1009,42727,7572,282829,1439980416,100
2415899,1183,1009,42380,7320,293134,1439980416,100
2376705,1183,1009,43824,8029,285719,1439980416,100
2373575,1183,1009,43492,8594,285285,1439980416,100
2385860,1183,1009,42975,9525,286582,1439980416,100
2509774,1183,1009,43406,9159,303845,1439980416,100
2589319,1183,1009,43484,7214,317374,1439980416,100
2559879,1183,1009,43931,8371,311118,1439980416,100
2752220,1183,1009,44199,8261,340873,1439980416,100
2357868,1183,1009,41861,7181,285905,1439980416,100
2260484,1183,1009,42716,8472,268710,1439980416,100
2301220,1183,1009,42283,9233,275067,1439980416,100
2550110,1183,1009,43930,9127,308203,1439980416,100
2696321,1183,1009,43591,8337,332804,1439980416,100
2644347,1183,1009,44256,8518,323038,1439980416,100
2437695,1183,1009,42785,8825,295162,1439980416,100
