complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
52747,64,68,35353,1533,5199,783000000,80
36409,64,68,17791,1378,3297,783000000,80
39100,64,68,17289,1439,3908,783000000,80
48673,64,68,22373,1909,15319,783000000,80
36493,64,68,17282,1367,3196,783000000,80
41973,64,68,18900,2165,3542,783000000,80
38269,64,68,17284,1278,2966,783000000,80
35097,64,68,18022,1609,3964,783000000,80
36106,64,68,18203,1379,3424,783000000,80
34579,64,68,17797,1330,3076,783000000,80
36740,64,68,17490,1302,2942,783000000,80
36175,64,68,18164,1463,3830,783000000,80
36150,64,68,17709,1383,3341,783000000,80
36369,64,68,17611,1352,3350,783000000,80
49118,64,68,22113,1779,15694,783000000,80
34905,64,68,17421,1495,3465,783000000,80
47292,64,68,19389,2001,5899,783000000,80
35578,64,68,18002,1458,3651,783000000,80
35996,64,68,17484,1342,3270,783000000,80
36355,64,68,17689,1343,3214,783000000,80
