complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
1026271,757,793,42113,2572,30017,1439977468,60
1015894,757,793,41932,2679,28543,1439977468,60
1020812,757,793,42355,2733,28921,1439977468,60
1039553,757,793,43087,2573,30236,1439977468,60
1034886,757,793,42321,2623,30305,1439977468,60
1024395,757,793,42288,2727,29048,1439977468,60
1023024,757,793,42010,2752,29319,1439977468,60
1031777,757,793,42916,2630,29604,1439977468,60
1033393,757,793,43009,2593,29326,1439977468,60
1042002,757,793,43738,2747,28959,1439977468,60
1045604,757,793,43221,2841,29339,1439977468,60
1017827,757,793,42763,2687,28698,1439977468,60
1018968,757,793,41858,2610,29377,1439977468,60
1041235,757,793,43277,2807,29424,1439977468,60
1060123,757,793,43913,2897,29974,1439977468,60
1015910,757,793,41770,2503,28828,1439977468,60
1038278,757,793,42114,2675,30549,1439977468,60
1036897,757,793,43117,2615,29528,1439977468,60
1033017,757,793,42312,2789,29018,1439977468,60
1030253,757,793,43167,2645,29127,1439977468,60
