complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
88317,4,4,59757,9052,21893,48547566,60
90802,4,4,61062,8169,24039,48547566,60
81419,4,4,56842,8844,15610,48547566,60
82207,4,4,58344,8303,19956,48547566,60
85598,4,4,58349,8408,16049,48547566,60
79958,4,4,56690,8305,19759,48547566,60
86390,4,4,57964,8200,25558,48547566,60
82085,4,4,56845,8431,19007,48547566,60
80324,4,4,55081,8728,20290,48547566,60
82859,4,4,57737,8379,21462,48547566,60
77646,4,4,55015,8449,14769,48547566,60
84712,4,4,55583,8679,22810,48547566,60
79430,4,4,55837,8405,16513,48547566,60
88014,4,4,56249,8323,28519,48547566,60
82285,4,4,56872,8866,16905,48547566,60
90051,4,4,57385,8385,20716,48547566,60
87597,4,4,59090,8896,22575,48547566,60
82961,4,4,56179,8514,17880,48547566,60
87653,4,4,55713,8604,26467,48547566,60
90727,4,4,55737,8645,28832,48547566,60
