complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
81143,3,3,51240,7347,36790,31321566,60
78839,3,3,48600,7335,36523,31321566,60
79723,3,3,48703,7513,36565,31321566,60
85550,3,3,50653,7346,41725,31321566,60
82419,3,3,48923,7340,41203,31321566,60
87832,3,3,51523,7206,36030,31321566,60
76744,3,3,49140,7316,33142,31321566,60
77809,3,3,48476,7184,36669,31321566,60
76338,3,3,48224,7425,31369,31321566,60
77668,3,3,46231,7213,36390,31321566,60
79961,3,3,49185,7148,37555,31321566,60
86236,3,3,52645,7100,43135,31321566,60
77806,3,3,47488,7261,36776,31321566,60
78067,3,3,47791,7092,36241,31321566,60
75318,3,3,46268,7178,33783,31321566,60
79317,3,3,49083,7224,34939,31321566,60
77421,3,3,48235,7307,34247,31321566,60
80346,3,3,46964,7206,41428,31321566,60
79153,3,3,49600,7057,36312,31321566,60
84110,3,3,51308,7147,43193,31321566,60
