complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
389847,381,400,50736,2331,30020,720007118,60
266103,381,400,23555,2350,27462,720007118,60
172682,381,400,15122,2288,15724,720007118,60
295699,381,400,27604,2513,30922,720007118,60
320104,381,400,19361,2444,44066,720007118,60
274189,381,400,24061,2361,29484,720007118,60
280086,381,400,28700,2191,24900,720007118,60
246776,381,400,20215,2260,26597,720007118,60
345631,381,400,29461,2214,38525,720007118,60
258725,381,400,22750,2292,27447,720007118,60
263140,381,400,24643,2344,25953,720007118,60
243985,381,400,20962,2276,25276,720007118,60
313993,381,400,30383,2319,31622,720007118,60
191100,381,400,16343,2413,18628,720007118,60
243821,381,400,22218,2247,23941,720007118,60
222129,381,400,16268,2363,24965,720007118,60
300939,381,400,23647,2846,31933,720007118,60
261741,381,400,25226,2344,24938,720007118,60
289785,381,400,25767,3347,28975,720007118,60
333210,381,400,36794,2257,29448,720007118,60
