complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
22815,3,3,12184,1418,3516,31321566,100
24612,3,3,12828,1441,4001,31321566,100
32881,3,3,17858,1409,8286,31321566,100
25239,3,3,13841,1733,4577,31321566,100
24800,3,3,13635,1436,4559,31321566,100
24747,3,3,14006,1444,4695,31321566,100
24791,3,3,13521,1440,5441,31321566,100
23753,3,3,12180,1390,3016,31321566,100
22701,3,3,11836,1339,3335,31321566,100
23474,3,3,12053,1370,5280,31321566,100
22949,3,3,12040,1349,3559,31321566,100
22191,3,3,11642,1427,4414,31321566,100
22431,3,3,12059,1328,3403,31321566,100
24998,3,3,12105,1463,2793,31321566,100
24957,3,3,13665,1439,4742,31321566,100
25590,3,3,13595,1434,4678,31321566,100
24952,3,3,13841,1446,4737,31321566,100
34527,3,3,16407,1417,8450,31321566,100
22304,3,3,11984,1338,3569,31321566,100
23045,3,3,12496,1244,3465,31321566,100
