complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
487957,591,619,50312,2432,58495,720000376,100
356543,591,619,41353,2486,37313,720000376,100
392981,591,619,34569,3052,48643,720000376,100
338057,591,619,40175,2546,33261,720000376,100
425186,591,619,44547,2380,49929,720000376,100
317972,591,619,28598,2494,39055,720000376,100
352921,591,619,40760,2474,33956,720000376,100
343113,591,619,37076,2678,37794,720000376,100
263323,591,619,18116,2335,35380,720000376,100
345145,591,619,41495,2339,33168,720000376,100
227873,591,619,15506,2524,30700,720000376,100
425630,591,619,46163,2341,48535,720000376,100
195986,591,619,17407,2561,21378,720000376,100
333567,591,619,40918,2491,31720,720000376,100
223544,591,619,15157,2295,29834,720000376,100
355986,591,619,44823,2622,33722,720000376,100
340203,591,619,36000,2530,37381,720000376,100
334949,591,619,41227,2493,31214,720000376,100
413544,591,619,43367,2437,47219,720000376,100
363254,591,619,35737,2549,43230,720000376,100
