complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
26276,4,4,13996,1332,2867,48547566,60
25777,4,4,13499,1404,2896,48547566,60
25298,4,4,12761,1221,2997,48547566,60
24865,4,4,13634,1415,3433,48547566,60
25620,4,4,14108,1348,2726,48547566,60
33661,4,4,14583,2932,2784,48547566,60
25295,4,4,13263,1337,2732,48547566,60
23961,4,4,12536,1344,2695,48547566,60
25310,4,4,12902,1312,2763,48547566,60
24914,4,4,13632,1327,2670,48547566,60
24283,4,4,13358,1351,3327,48547566,60
27792,4,4,13556,1393,2796,48547566,60
25204,4,4,13639,1210,3016,48547566,60
26090,4,4,14083,1413,2852,48547566,60
27185,4,4,15185,1331,2739,48547566,60
27006,4,4,13995,1408,2809,48547566,60
25131,4,4,12790,1242,2706,48547566,60
23507,4,4,12344,1327,2691,48547566,60
26909,4,4,13949,1325,2708,48547566,60
24409,4,4,13726,1421,3382,48547566,60
