complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
596453,868,910,43033,3202,28826,1079995733,80
617564,868,910,43522,3323,30935,1079995733,80
607336,868,910,43790,3300,29631,1079995733,80
623388,868,910,43584,3089,31458,1079995733,80
632195,868,910,45123,3200,31591,1079995733,80
609552,868,910,44009,3354,29698,1079995733,80
633637,868,910,44348,3263,32639,1079995733,80
636005,868,910,43430,3246,33617,1079995733,80
608607,868,910,43864,3283,29353,1079995733,80
613917,868,910,43186,3153,30774,1079995733,80
610758,868,910,43981,3223,30001,1079995733,80
608042,868,910,43478,3774,28975,1079995733,80
628063,868,910,44365,2996,29157,1079995733,80
618023,868,910,43502,3286,31419,1079995733,80
596981,868,910,43015,3303,29140,1079995733,80
601201,868,910,42581,3360,29901,1079995733,80
619411,868,910,44864,3122,30230,1079995733,80
682793,868,910,44510,3292,38391,1079995733,80
614306,868,910,43899,3263,30620,1079995733,80
602682,868,910,43728,3299,29053,1079995733,80
