complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
432981,591,619,46223,2587,29971,720000376,80
504765,591,619,39808,2110,49264,720000376,80
386503,591,619,38106,2532,28238,720000376,80
489736,591,619,42235,2533,43876,720000376,80
433095,591,619,46061,2670,30742,720000376,80
433251,591,619,46832,2556,30084,720000376,80
385000,591,619,27522,2425,37756,720000376,80
434535,591,619,43927,2744,31866,720000376,80
585657,591,619,46897,2482,57462,720000376,80
426539,591,619,45535,2322,29324,720000376,80
415043,591,619,44402,2623,28941,720000376,80
488077,591,619,39038,3449,46222,720000376,80
409851,591,619,41600,2518,29774,720000376,80
412313,591,619,39132,2445,33082,720000376,80
434207,591,619,47685,2636,29737,720000376,80
427892,591,619,41968,2386,33452,720000376,80
418695,591,619,41024,2490,32684,720000376,80
423742,591,619,45384,2533,29418,720000376,80
419586,591,619,42623,2602,31482,720000376,80
419584,591,619,37666,2423,34942,720000376,80
