complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
413787,573,601,45997,2942,29174,720015053,80
400355,573,601,43518,3014,29227,720015053,80
404967,573,601,42357,3034,30382,720015053,80
409936,573,601,44569,3092,29907,720015053,80
414678,573,601,44022,2714,30522,720015053,80
408002,573,601,44272,3491,27943,720015053,80
425392,573,601,44891,3049,32934,720015053,80
413959,573,601,44973,2935,30184,720015053,80
412951,573,601,45631,3080,29426,720015053,80
405506,573,601,44898,2956,28687,720015053,80
425259,573,601,46934,2882,30430,720015053,80
403523,573,601,35309,3036,36994,720015053,80
403058,573,601,44602,3276,25642,720015053,80
393880,573,601,44634,2899,26636,720015053,80
410344,573,601,43976,2944,30145,720015053,80
415182,573,601,46011,2975,29459,720015053,80
406732,573,601,44214,2990,29758,720015053,80
420603,573,601,46999,2969,29885,720015053,80
410228,573,601,42317,2843,31152,720015053,80
409196,573,601,45280,3338,26025,720015053,80
