complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
1030248,1560,1009,43257,3299,46520,2879987999,80
1033506,1560,1009,42396,3654,45984,2879987999,80
1019796,1560,1009,42747,3218,45530,2879987999,80
1024140,1560,1009,42308,3178,46698,2879987999,80
1022356,1560,1009,42971,3195,45810,2879987999,80
1019288,1560,1009,42515,3541,45347,2879987999,80
1020830,1560,1009,43033,3114,45337,2879987999,80
1012562,1560,1009,42924,3161,44916,2879987999,80
1010822,1560,1009,42653,3492,44753,2879987999,80
1030622,1560,1009,42879,3315,47262,2879987999,80
1021126,1560,1009,42728,3245,45946,2879987999,80
994749,1560,1009,41736,3158,44253,2879987999,80
1033565,1560,1009,42915,3681,45564,2879987999,80
1039362,1560,1009,43944,3214,46559,2879987999,80
1019325,1560,1009,42728,3157,45955,2879987999,80
1029884,1560,1009,42237,3147,47469,2879987999,80
998792,1560,1009,42097,3265,43174,2879987999,80
1015757,1560,1009,42803,3200,45309,2879987999,80
1019535,1560,1009,42442,3268,46250,2879987999,80
1003200,1560,1009,41538,3225,45835,2879987999,80
