Application class: R3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
196440,381,400,16653,32057,2146,3262,46509,149031,9609,20955,1,250,100
171906,381,400,16529,31252,2284,3657,37749,122991,9609,20955,1,250,100
166455,381,400,16435,30507,2199,3470,36509,118121,9609,20955,1,250,100
138839,381,400,17531,37502,2216,3431,24947,91077,9609,20955,1,250,100
109801,381,400,16580,30653,2211,3981,14767,62349,9609,20955,1,250,100
198948,381,400,17029,32114,2230,3840,47767,150109,9609,20955,1,250,100
204898,381,400,20863,81230,2223,3715,44443,146739,9609,20955,1,250,100
224576,381,400,17837,38649,2270,3654,55498,174095,9609,20955,1,250,100
167455,381,400,17100,31880,2167,4146,35932,119056,9609,20955,1,250,100
103304,381,400,16297,31424,2216,3596,12941,54195,9609,20955,1,250,100
189788,381,400,19617,73253,2084,3816,40516,141153,9609,20955,1,250,100
132850,381,400,18213,58401,2176,3363,21561,84581,9609,20955,1,250,100
150988,381,400,21337,83267,2340,3665,25387,97552,9609,20955,1,250,100
101069,381,400,16420,30510,2304,3562,11766,51056,9609,20955,1,250,100
238918,381,400,16456,33383,2270,5294,61342,190147,9609,20955,1,250,100
223577,381,400,50868,87011,2187,3790,24419,116248,9609,20955,1,250,100
116386,381,400,16872,33491,2138,3493,16783,67683,9609,20955,1,250,100
119758,381,400,17773,38383,2110,3368,16866,64062,9609,20955,1,250,100
274987,381,400,17004,33221,2197,3906,74141,227008,9609,20955,1,250,100
133242,381,400,18978,69939,2190,3313,21132,85063,9609,20955,1,250,100

