Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
2143706,1560,1009,40450,87101,3644,17664,53882,1569650,47384,85800,1,1000,40
2247536,1560,1009,40411,96903,2785,13452,61026,1595250,47384,85800,1,1000,40
2104517,1560,1009,38696,96951,3930,28182,54497,1514943,47384,85800,1,1000,40
2032266,1560,1009,39340,89317,2838,10054,50402,1561338,47384,85800,1,1000,40
2254346,1560,1009,39534,93521,2522,12608,62592,1545384,47384,85800,1,1000,40
2239388,1560,1009,41292,90344,3208,32506,57977,1585988,47384,85800,1,1000,40
2263714,1560,1009,41591,109199,4342,22394,56943,1615211,47384,85800,1,1000,40
2333571,1560,1009,40501,110007,2578,12347,65951,1598621,47384,85800,1,1000,40
2062954,1560,1009,40038,81709,2894,11907,50431,1572110,47384,85800,1,1000,40
2117457,1561,1009,40835,85754,3128,13772,52504,1591839,47384,85800,1,1000,40
2145969,1560,1009,39962,87134,2624,17789,56616,1550997,47384,85800,1,1000,40
2095329,1560,1009,40040,85136,4740,32983,50661,1549551,47384,85800,1,1000,40
2420509,1560,1009,40535,92408,2407,13301,71177,1571352,47384,85800,1,1000,40
2236135,1560,1009,41174,94010,3966,26348,57330,1615073,47384,85800,1,1000,40
2165012,1560,1009,39543,92575,4277,35594,54689,1528757,47384,85800,1,1000,40
2054647,1560,1009,39297,85634,3334,28943,51108,1532563,47384,85800,1,1000,40
2100839,1560,1009,39638,91361,2946,13669,53174,1549509,47384,85800,1,1000,40
2204385,1560,1009,40081,88274,4176,64196,56746,1573107,47384,85800,1,1000,40
2095712,1560,1009,40078,82195,2855,15860,52941,1576634,47384,85800,1,1000,40
2042706,1560,1009,40858,99242,3390,16392,48098,1593739,47384,85800,1,1000,40

