complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
24832,4,4,14091,16285,1363,1418,2806,2892,48547566,100
26416,4,4,13256,13647,1397,1416,3105,3391,48547566,100
24494,4,4,12823,13952,1352,1435,2895,3407,48547566,100
24444,4,4,13410,15317,1265,1433,2526,2641,48547566,100
26085,4,4,13544,14800,1279,1407,2972,3275,48547566,100
24340,4,4,12702,13832,1351,1435,3033,3410,48547566,100
24307,4,4,13049,14690,1403,1437,2951,3263,48547566,100
24231,4,4,13072,14772,1383,1417,2860,3321,48547566,100
25465,4,4,12576,13643,1363,1445,3102,3423,48547566,100
24966,4,4,13012,14590,1354,1444,2902,3318,48547566,100
24686,4,4,13222,14126,1386,1435,2876,3253,48547566,100
24027,4,4,13443,14908,1183,1202,2500,2650,48547566,100
33832,4,4,12824,13677,1490,1533,2981,3397,48547566,100
25850,4,4,13756,15578,1351,1415,2904,3370,48547566,100
23996,4,4,12618,13454,1157,1173,2694,3366,48547566,100
24843,4,4,13518,15980,1345,1422,2886,3328,48547566,100
24506,4,4,12821,13603,1163,1202,2795,2833,48547566,100
24812,4,4,13755,15832,1405,1416,2778,2863,48547566,100
25175,4,4,13869,16036,1426,1437,2849,2888,48547566,100
25015,4,4,13144,14354,1410,1421,2833,2913,48547566,100
