Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
2008946,757,793,40757,80093,2704,11015,28444,1535351,6222,41635,1,500,20
2078073,757,793,42685,80398,2580,3976,29526,1594799,6222,41635,1,500,20
2052073,757,793,42011,82853,2801,12341,28977,1567834,6222,41635,1,500,20
2006123,757,793,41001,80891,2600,4464,28506,1528013,6222,41635,1,500,20
2071323,757,793,42292,81458,2702,12488,28902,1577640,6222,41635,1,500,20
2020562,757,793,41431,79430,2611,4050,28804,1543125,6222,41635,1,500,20
2030679,757,793,41688,81357,2644,5930,28848,1554251,6222,41635,1,500,20
2016538,757,793,41536,80973,2722,11743,28017,1533956,6222,41635,1,500,20
1997880,757,793,40494,80916,2712,10746,28423,1518641,6222,41635,1,500,20
2027471,757,793,41571,80800,2679,11659,28356,1540282,6222,41635,1,500,20
2020136,757,793,41506,81956,2560,4109,28324,1530295,6222,41635,1,500,20
2064084,757,793,42051,81991,2725,12023,28993,1567695,6222,41635,1,500,20
2042227,757,793,41916,81646,2691,11415,28752,1560763,6222,41635,1,500,20
2046846,757,793,41947,79719,2598,4195,29224,1565544,6222,41635,1,500,20
2013978,757,793,41249,79812,2618,4261,28664,1534730,6222,41635,1,500,20
2037252,757,793,41585,82532,2693,11527,28581,1546399,6222,41635,1,500,20
2000037,757,793,41011,84043,2651,4453,28408,1520130,6222,41635,1,500,20
2037127,757,793,41812,81850,2659,4259,28893,1555984,6222,41635,1,500,20
2001048,757,793,40602,81261,2540,10528,27831,1506053,6222,41635,1,500,20
2036368,757,793,41741,80817,2716,11889,28332,1548827,6222,41635,1,500,20

