Application class: R3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1021126,1560,1009,42728,86728,3245,5969,45946,811707,47384,85800,1,1000,80
998792,1560,1009,42097,87439,3265,12459,43174,790769,47384,85800,1,1000,80
1003200,1560,1009,41538,85759,3225,5270,45835,799477,47384,85800,1,1000,80
1022356,1560,1009,42971,84343,3195,5224,45810,817699,47384,85800,1,1000,80
1039362,1560,1009,43944,89655,3214,5497,46559,833105,47384,85800,1,1000,80
1033565,1560,1009,42915,86270,3681,18108,45564,818898,47384,85800,1,1000,80
1012562,1560,1009,42924,86304,3161,5498,44916,806606,47384,85800,1,1000,80
1015757,1560,1009,42803,86562,3200,5243,45309,810994,47384,85800,1,1000,80
1033506,1560,1009,42396,90204,3654,20642,45984,818636,47384,85800,1,1000,80
1020830,1560,1009,43033,86818,3114,5033,45337,815810,47384,85800,1,1000,80
1019796,1560,1009,42747,85406,3218,5469,45530,814928,47384,85800,1,1000,80
1010822,1560,1009,42653,85478,3492,11704,44753,804654,47384,85800,1,1000,80
1019288,1560,1009,42515,87813,3541,11479,45347,805479,47384,85800,1,1000,80
1030622,1560,1009,42879,87596,3315,5162,47262,826098,47384,85800,1,1000,80
1019325,1560,1009,42728,86517,3157,7152,45955,814975,47384,85800,1,1000,80
1030248,1560,1009,43257,88286,3299,5546,46520,821554,47384,85800,1,1000,80
994749,1560,1009,41736,87441,3158,10869,44253,790107,47384,85800,1,1000,80
1019535,1560,1009,42442,90129,3268,5889,46250,815261,47384,85800,1,1000,80
1024140,1560,1009,42308,88917,3178,5213,46698,813640,47384,85800,1,1000,80
1029884,1560,1009,42237,85342,3147,5442,47469,824581,47384,85800,1,1000,80

