complTime,nCores
1030061,60
997674,60
1029230,60
1027625,60
1026736,60
1030467,60
1017226,60
1038141,60
1029085,60
1031463,60
1049171,60
1036146,60
1031889,60
1015382,60
1039463,60
1020514,60
1021446,60
1028302,60
1018934,60
1027639,60
