complTime,nCores
626789,100
629746,100
625382,100
638741,100
696789,100
616031,100
629669,100
618826,100
618002,100
617318,100
618604,100
627925,100
631603,100
633418,100
636780,100
634179,100
620825,100
634917,100
727255,100
637022,100
