complTime,nCores
25629,100
24778,100
23783,100
23201,100
32543,100
22649,100
23273,100
22821,100
22545,100
24904,100
24752,100
24986,100
24561,100
23602,100
24678,100
22523,100
22429,100
22850,100
21860,100
34026,100
