complTime,nCores
22178,120
35960,120
22361,120
24941,120
23738,120
25652,120
25018,120
24837,120
24814,120
22661,120
25181,120
25585,120
24713,120
24668,120
24683,120
22332,120
33240,120
22219,120
25496,120
25038,120
