complTime,dataSize,nCores
32831,31321566,120
23113,31321566,120
23085,31321566,120
22640,31321566,120
25151,31321566,120
24804,31321566,120
24829,31321566,120
24555,31321566,120
25467,31321566,120
25351,31321566,120
22520,31321566,120
22943,31321566,120
22406,31321566,120
25251,31321566,120
23274,31321566,120
27877,31321566,120
25183,31321566,120
24636,31321566,120
25709,31321566,120
26030,31321566,120
