complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
432981,591,619,46223,87353,2587,4590,29971,285508,720000376,80
504765,591,619,39808,85835,2110,3801,49264,380971,720000376,80
386503,591,619,38106,90471,2532,4104,28238,247248,720000376,80
489736,591,619,42235,100314,2533,4569,43876,341155,720000376,80
433095,591,619,46061,88417,2670,4312,30742,293382,720000376,80
433251,591,619,46832,81415,2556,4184,30084,288658,720000376,80
385000,591,619,27522,79936,2425,3824,37756,292840,720000376,80
434535,591,619,43927,85723,2744,5838,31866,279571,720000376,80
585657,591,619,46897,96312,2482,6085,57462,431778,720000376,80
426539,591,619,45535,92178,2322,4085,29324,282382,720000376,80
415043,591,619,44402,93614,2623,4327,28941,271079,720000376,80
488077,591,619,39038,87042,3449,12899,46222,381395,720000376,80
409851,591,619,41600,87969,2518,3987,29774,265917,720000376,80
412313,591,619,39132,85754,2445,4338,33082,313297,720000376,80
434207,591,619,47685,87684,2636,4239,29737,290494,720000376,80
427892,591,619,41968,91358,2386,4043,33452,327859,720000376,80
418695,591,619,41024,83820,2490,3946,32684,296389,720000376,80
423742,591,619,45384,87380,2533,4102,29418,280560,720000376,80
419586,591,619,42623,87317,2602,4337,31482,318540,720000376,80
419584,591,619,37666,84232,2423,3955,34942,284364,720000376,80
