complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
1253931,1183,1009,40279,84399,7025,25839,51859,778218,1439980416,60
1292895,1183,1009,41020,85354,6891,21818,54230,796115,1439980416,60
1233624,1183,1009,41555,84649,8374,16903,47376,812400,1439980416,60
1276460,1183,1009,41669,86781,7943,17024,51573,848684,1439980416,60
1222122,1183,1009,41451,90289,8334,14858,45720,795916,1439980416,60
1209008,1183,1009,40763,88062,8599,17352,44490,779666,1439980416,60
1256087,1183,1009,42455,85698,7933,14420,48425,830390,1439980416,60
1257123,1183,1009,42235,90209,7537,15388,49297,823559,1439980416,60
1211104,1183,1009,41045,88493,8230,12889,46117,777933,1439980416,60
1211665,1183,1009,41838,96392,8445,14639,45276,779818,1439980416,60
1224921,1183,1009,42001,90071,7919,17264,46652,803591,1439980416,60
1250780,1183,1009,42612,87455,7861,17120,48354,822702,1439980416,60
1179115,1183,1009,40156,86987,8152,19768,44543,762984,1439980416,60
1214377,1183,1009,41590,88927,8272,15676,45971,787273,1439980416,60
1229370,1183,1009,41305,89168,7815,17598,47782,798448,1439980416,60
1265159,1183,1009,42231,86582,8012,12975,49245,829786,1439980416,60
2037549,1183,1009,41531,91037,8686,32767,116367,929336,1439980416,60
1926449,1183,1009,40625,85222,8937,44934,108276,823519,1439980416,60
1800996,1183,1009,40708,88025,8051,172000,98544,787873,1439980416,60
1932155,1183,1009,40834,86372,7608,23905,111006,790731,1439980416,60
