complTime,dataSize,nCores
814861,2879987999,100
833077,2879987999,100
968736,2879987999,100
820745,2879987999,100
805884,2879987999,100
840916,2879987999,100
840391,2879987999,100
874625,2879987999,100
822212,2879987999,100
824858,2879987999,100
919377,2879987999,100
821487,2879987999,100
816379,2879987999,100
803994,2879987999,100
925920,2879987999,100
829963,2879987999,100
826594,2879987999,100
810689,2879987999,100
820818,2879987999,100
812867,2879987999,100
