complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
367553,757,793,46278,2491,30414,1439977468,120
366385,757,793,25941,2223,46167,1439977468,120
314243,757,793,25207,2395,37379,1439977468,120
299079,757,793,23387,2253,35053,1439977468,120
311483,757,793,24526,2300,37524,1439977468,120
217557,757,793,18687,2151,21351,1439977468,120
291161,757,793,21467,2424,35315,1439977468,120
252743,757,793,20588,2091,27483,1439977468,120
302235,757,793,21461,2930,36988,1439977468,120
368099,757,793,19713,2195,53044,1439977468,120
293568,757,793,21287,2447,36759,1439977468,120
263035,757,793,23318,2437,28340,1439977468,120
303730,757,793,21531,2306,37813,1439977468,120
261557,757,793,19887,2395,31035,1439977468,120
255733,757,793,20250,2470,29219,1439977468,120
296218,757,793,16151,2483,42157,1439977468,120
309025,757,793,23269,2383,37670,1439977468,120
328033,757,793,20912,2156,43727,1439977468,120
351539,757,793,20570,2538,50196,1439977468,120
323888,757,793,21676,2338,39524,1439977468,120
