complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
80907,2,2,42874,9321,33963,18271305,60
73564,2,2,42209,6121,31300,18271305,60
72720,2,2,42786,6242,29811,18271305,60
72619,2,2,42062,6137,28985,18271305,60
66987,2,2,39427,6115,25354,18271305,60
72312,2,2,41137,6507,30771,18271305,60
69448,2,2,41280,6123,26904,18271305,60
70217,2,2,40967,6191,27968,18271305,60
76652,2,2,44150,6305,34367,18271305,60
67244,2,2,39198,6211,24833,18271305,60
74205,2,2,42515,6132,33044,18271305,60
78873,2,2,44610,5880,35839,18271305,60
71682,2,2,44040,6061,26267,18271305,60
71460,2,2,42209,6130,28334,18271305,60
75387,2,2,47942,6211,22280,18271305,60
75641,2,2,43815,6227,31896,18271305,60
69774,2,2,40700,6219,27809,18271305,60
69674,2,2,39980,6178,30143,18271305,60
73416,2,2,41918,6078,32400,18271305,60
67439,2,2,37628,6000,29800,18271305,60
