complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
223577,381,400,50868,2187,24419,720007118,100
167455,381,400,17100,2167,35932,720007118,100
189788,381,400,19617,2084,40516,720007118,100
274987,381,400,17004,2197,74141,720007118,100
138839,381,400,17531,2216,24947,720007118,100
150988,381,400,21337,2340,25387,720007118,100
103304,381,400,16297,2216,12941,720007118,100
204898,381,400,20863,2223,44443,720007118,100
132850,381,400,18213,2176,21561,720007118,100
101069,381,400,16420,2304,11766,720007118,100
196440,381,400,16653,2146,46509,720007118,100
116386,381,400,16872,2138,16783,720007118,100
198948,381,400,17029,2230,47767,720007118,100
109801,381,400,16580,2211,14767,720007118,100
238918,381,400,16456,2270,61342,720007118,100
133242,381,400,18978,2190,21132,720007118,100
171906,381,400,16529,2284,37749,720007118,100
224576,381,400,17837,2270,55498,720007118,100
119758,381,400,17773,2110,16866,720007118,100
166455,381,400,16435,2199,36509,720007118,100
