complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
289012,381,400,50353,2126,28165,720007118,80
136870,381,400,15845,2189,15915,720007118,80
193176,381,400,19533,2350,29158,720007118,80
169786,381,400,19511,2374,22922,720007118,80
207019,381,400,16220,2091,36005,720007118,80
187845,381,400,16122,2188,30583,720007118,80
237639,381,400,20175,2305,40906,720007118,80
121078,381,400,15720,2307,12151,720007118,80
131301,381,400,15459,2462,10600,720007118,80
297786,381,400,29244,2345,50816,720007118,80
224060,381,400,26898,2197,30690,720007118,80
240771,381,400,29508,2185,33134,720007118,80
142020,381,400,16037,2231,17258,720007118,80
232749,381,400,21102,2266,39446,720007118,80
242918,381,400,23258,2300,39756,720007118,80
163070,381,400,16602,2246,23233,720007118,80
192534,381,400,21069,2302,27595,720007118,80
163521,381,400,20123,2201,19898,720007118,80
192826,381,400,15549,2072,32434,720007118,80
181785,381,400,19219,2036,24704,720007118,80
