complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
82234,4,4,56224,8330,20395,48547566,80
88616,4,4,56022,10098,21547,48547566,80
82545,4,4,56751,8197,22060,48547566,80
80793,4,4,54018,8312,19006,48547566,80
83054,4,4,56185,8217,18486,48547566,80
82257,4,4,56752,8186,18421,48547566,80
85143,4,4,58624,8023,19732,48547566,80
89689,4,4,57146,10282,15000,48547566,80
89059,4,4,57372,8420,23511,48547566,80
85123,4,4,57453,8143,22727,48547566,80
78026,4,4,53919,8166,17802,48547566,80
80746,4,4,54200,8145,21632,48547566,80
81861,4,4,55447,8327,22479,48547566,80
80267,4,4,56575,8261,18701,48547566,80
78656,4,4,54396,8222,15455,48547566,80
90153,4,4,58875,8516,28330,48547566,80
83708,4,4,56266,8147,21907,48547566,80
82125,4,4,55282,8411,23646,48547566,80
82085,4,4,57023,8528,19341,48547566,80
94172,4,4,60039,10734,22653,48547566,80
