complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
639655,1148,1009,44629,2797,36129,2159968164,120
700190,1148,1009,40890,2604,47903,2159968164,120
650443,1148,1009,39350,2663,42093,2159968164,120
644508,1148,1009,43059,3087,36195,2159968164,120
601427,1148,1009,36617,3069,36279,2159968164,120
692900,1148,1009,44257,2678,43407,2159968164,120
723818,1148,1009,42566,2751,49681,2159968164,120
613802,1148,1009,38009,2679,38748,2159968164,120
609242,1148,1009,42876,2796,33384,2159968164,120
620979,1148,1009,41998,2834,35674,2159968164,120
631326,1148,1009,43949,2710,35080,2159968164,120
641129,1148,1009,43726,2737,36924,2159968164,120
831888,1148,1009,46256,2539,59748,2159968164,120
637050,1148,1009,43382,2781,37056,2159968164,120
643300,1148,1009,42809,2713,38093,2159968164,120
781392,1148,1009,42933,2721,57649,2159968164,120
636937,1148,1009,40516,2671,38626,2159968164,120
657445,1148,1009,44095,3278,37638,2159968164,120
632600,1148,1009,43899,2960,35331,2159968164,120
634264,1148,1009,44597,2832,35024,2159968164,120
