complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
82234,4,4,56224,62993,8330,8854,20395,20560,48547566,80
88616,4,4,56022,61397,10098,15890,21547,22259,48547566,80
82545,4,4,56751,63723,8197,8859,22060,22317,48547566,80
80793,4,4,54018,61087,8312,8977,19006,19193,48547566,80
83054,4,4,56185,65157,8217,8955,18486,18937,48547566,80
82257,4,4,56752,62644,8186,8817,18421,18544,48547566,80
85143,4,4,58624,64655,8023,8197,19732,19846,48547566,80
89689,4,4,57146,62014,10282,17088,15000,15077,48547566,80
89059,4,4,57372,70256,8420,8919,23511,23906,48547566,80
85123,4,4,57453,65854,8143,8442,22727,22912,48547566,80
78026,4,4,53919,60351,8166,8425,17802,18001,48547566,80
80746,4,4,54200,62076,8145,8676,21632,21690,48547566,80
81861,4,4,55447,64602,8327,8723,22479,22914,48547566,80
80267,4,4,56575,61623,8261,8846,18701,19322,48547566,80
78656,4,4,54396,58503,8222,8780,15455,15875,48547566,80
90153,4,4,58875,66230,8516,10140,28330,28429,48547566,80
83708,4,4,56266,65108,8147,8621,21907,22096,48547566,80
82125,4,4,55282,63531,8411,8873,23646,24025,48547566,80
82085,4,4,57023,63402,8528,9001,19341,19384,48547566,80
94172,4,4,60039,68037,10734,15662,22653,22909,48547566,80
