complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
277938,573,601,47900,87407,2783,4725,27235,158241,720015053,120
237835,573,601,21172,75477,2768,4548,39573,175720,720015053,120
241611,573,601,26779,81706,2916,4661,35923,174774,720015053,120
279040,573,601,47845,84525,2720,4156,27293,160733,720015053,120
280150,573,601,48354,84151,2778,4354,26936,161085,720015053,120
271289,573,601,43483,82993,2666,4253,28501,154234,720015053,120
274730,573,601,46065,81929,2902,4432,28110,197302,720015053,120
282814,573,601,46376,84171,2573,4227,29159,162214,720015053,120
275287,573,601,48386,82770,2910,4705,25934,155298,720015053,120
290711,573,601,46482,84789,2911,4877,32162,169151,720015053,120
433521,573,601,17912,61289,2424,3752,94853,369439,720015053,120
252316,573,601,23013,80071,2703,4152,41956,189902,720015053,120
240523,573,601,23014,82912,2894,5539,38696,178013,720015053,120
302872,573,601,31482,91830,2913,10971,43845,224558,720015053,120
172013,573,601,16955,55363,2809,4409,25150,109361,720015053,120
242932,573,601,21400,79475,2754,4304,40716,182065,720015053,120
260974,573,601,28071,86354,3054,4596,39239,197308,720015053,120
276613,573,601,47313,84897,2750,4579,26764,155751,720015053,120
270513,573,601,46578,85505,2874,4381,25946,153511,720015053,120
344465,573,601,47850,85390,2786,5115,46201,224316,720015053,120
