complTime,dataSize,nCores
1253931,1439980416,60
1292895,1439980416,60
1233624,1439980416,60
1276460,1439980416,60
1222122,1439980416,60
1209008,1439980416,60
1256087,1439980416,60
1257123,1439980416,60
1211104,1439980416,60
1211665,1439980416,60
1224921,1439980416,60
1250780,1439980416,60
1179115,1439980416,60
1214377,1439980416,60
1229370,1439980416,60
1265159,1439980416,60
2037549,1439980416,60
1926449,1439980416,60
1800996,1439980416,60
1932155,1439980416,60
