Application class: R5
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
33547,4,4,13996,16166,5680,9978,3419,3705,156,200,1,250,90
26225,4,4,15197,16622,1421,1428,2854,2874,156,200,1,250,90
23822,4,4,13321,15054,1259,1394,2677,2819,156,200,1,250,90
25234,4,4,13569,16210,1276,1431,2891,3301,156,200,1,250,90
27694,4,4,13363,14332,1350,1420,2817,2899,156,200,1,250,90
23441,4,4,12680,14093,1332,1417,2695,2889,156,200,1,250,90
24777,4,4,13577,15940,1354,1426,2792,2831,156,200,1,250,90
24035,4,4,12749,13809,1152,1186,2506,2589,156,200,1,250,90
27124,4,4,15023,16125,1414,1434,2876,2950,156,200,1,250,90
24775,4,4,13011,14354,1401,1422,2795,2903,156,200,1,250,90
25135,4,4,13872,15508,1311,1440,2657,2849,156,200,1,250,90
25167,4,4,13207,14672,1409,1423,2744,2864,156,200,1,250,90
25105,4,4,13440,15434,1291,1394,2815,2910,156,200,1,250,90
27126,4,4,15213,16192,1303,1452,2781,2900,156,200,1,250,90
25453,4,4,12933,13914,1348,1584,2693,2884,156,200,1,250,90
25669,4,4,13319,15208,1313,1442,2742,2910,156,200,1,250,90
26977,4,4,13121,13336,1371,1436,2789,2901,156,200,1,250,90
24581,4,4,12935,14308,1283,1431,2544,2607,156,200,1,250,90
25031,4,4,13002,14303,1225,1436,2635,2872,156,200,1,250,90
24382,4,4,13254,15768,1250,1443,3275,3710,156,200,1,250,90

