Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
2988189,1148,1009,40532,81484,2523,11883,33353,2287626,10785,63140,1,750,20
2997510,1148,1009,40626,80679,2370,4021,33891,2304516,10785,63140,1,750,20
2951372,1148,1009,39629,82785,2356,5180,33275,2250410,10785,63140,1,750,20
3019249,1148,1009,40475,78965,2448,9892,34351,2309994,10785,63140,1,750,20
2976003,1148,1009,40261,81260,2429,6798,33707,2277514,10785,63140,1,750,20
3004149,1148,1009,40397,81962,2311,3715,34240,2298368,10785,63140,1,750,20
3080364,1148,1009,41699,81644,2463,12822,34884,2369884,10785,63140,1,750,20
2991533,1148,1009,40706,80044,2340,4296,33660,2301022,10785,63140,1,750,20
2991013,1148,1009,40036,81627,2480,8582,33897,2281791,10785,63140,1,750,20
3041975,1148,1009,41082,81673,2458,8311,34216,2329568,10785,63140,1,750,20
3000803,1148,1009,40717,82834,2515,10534,33507,2295876,10785,63140,1,750,20
2976888,1148,1009,39930,78875,2407,10528,33892,2287982,10785,63140,1,750,20
3029903,1148,1009,40989,82740,2492,10689,34226,2328447,10785,63140,1,750,20
2966958,1148,1009,38766,79368,2449,9829,34626,2264954,10785,63140,1,750,20
3034145,1148,1009,41072,83123,2298,3888,34413,2342942,10785,63140,1,750,20
2910751,1148,1009,39058,81373,2517,11776,32942,2222053,10785,63140,1,750,20
3006215,1148,1009,40475,80330,2420,9082,34084,2294916,10785,63140,1,750,20
2991293,1148,1009,40321,80844,2364,4120,33831,2337133,10785,63140,1,750,20
2974799,1148,1009,40016,82925,2413,9941,33696,2271987,10785,63140,1,750,20
2970809,1148,1009,40296,81166,2404,4211,33571,2281586,10785,63140,1,750,20

