Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1532836,1148,1009,42121,86784,2978,5688,35240,1157698,10785,63140,1,750,40
1529483,1148,1009,42175,83225,2936,7459,34811,1213863,10785,63140,1,750,40
1496949,1148,1009,41076,97852,2925,4726,34054,1134249,10785,63140,1,750,40
1496676,1148,1009,41095,86966,2964,4481,34140,1133139,10785,63140,1,750,40
1562132,1148,1009,42801,85132,3108,11696,35399,1191235,10785,63140,1,750,40
1491406,1148,1009,41156,86758,2905,4883,33952,1172557,10785,63140,1,750,40
1563643,1148,1009,43384,87553,2937,4863,35618,1238891,10785,63140,1,750,40
1502541,1148,1009,41128,82628,2875,4600,34239,1134805,10785,63140,1,750,40
1540673,1148,1009,42529,88323,2971,4768,35248,1222213,10785,63140,1,750,40
1566519,1148,1009,43398,86435,2955,5801,35852,1197843,10785,63140,1,750,40
1540594,1148,1009,42185,85148,2921,4754,35176,1163276,10785,63140,1,750,40
1613185,1148,1009,44124,87400,2942,11855,36787,1289355,10785,63140,1,750,40
1524738,1148,1009,42177,87311,2952,11595,34242,1161903,10785,63140,1,750,40
1500876,1148,1009,41735,89293,2971,4729,34014,1138278,10785,63140,1,750,40
1545782,1148,1009,42426,86540,2870,4658,35339,1179706,10785,63140,1,750,40
1512584,1148,1009,41623,85142,3163,12493,34109,1184029,10785,63140,1,750,40
1512440,1148,1009,41415,84945,2903,4708,34559,1146502,10785,63140,1,750,40
1580536,1148,1009,43359,86508,3125,12298,36260,1216410,10785,63140,1,750,40
1554427,1148,1009,43162,87301,3001,11105,34685,1186693,10785,63140,1,750,40
1524014,1148,1009,42340,87894,2936,12439,33816,1155367,10785,63140,1,750,40

