Application class: default
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1123929,434,455,40450,85519,2107,3351,27224,861824,24379,34286,1,750,20
1137830,434,455,41644,82972,2353,12053,26062,873306,24379,34286,1,750,20
1162286,434,455,42221,80821,2210,9959,27769,894391,24379,34286,1,750,20
1158859,434,455,42110,80398,2235,11347,26666,887452,24379,34286,1,750,20
1062377,434,455,38209,81555,2044,3533,25252,804081,24379,34286,1,750,20
1177373,434,455,42674,85433,2216,3508,28795,918070,24379,34286,1,750,20
1166972,434,455,42430,81988,2471,10653,28051,899648,24379,34286,1,750,20
1166440,434,455,41116,82291,2355,10226,28138,894688,24379,34286,1,750,20
1124214,434,455,41111,81470,2108,3479,26828,862145,24379,34286,1,750,20
1158960,434,455,42157,80911,2488,10530,27461,890853,24379,34286,1,750,20
1125679,434,455,40010,81784,2188,12142,26270,856329,24379,34286,1,750,20
1121515,434,455,40310,88604,2215,3338,27648,866978,24379,34286,1,750,20
1124554,434,455,41143,81329,2415,11118,25737,855011,24379,34286,1,750,20
1109043,434,455,40426,85305,2187,3396,26649,848598,24379,34286,1,750,20
1095394,434,455,39048,97457,2116,6268,26590,840199,24379,34286,1,750,20
1125874,434,455,41328,82295,2128,3312,26541,816209,24379,34286,1,750,20
1126657,434,455,41263,80593,2138,3292,26788,868199,24379,34286,1,750,20
1149449,434,455,41756,81339,2439,10692,27224,830992,24379,34286,1,750,20
1165811,434,455,42331,84609,2294,12125,26979,895044,24379,34286,1,750,20
1113206,434,455,40590,83545,2197,11908,24950,847039,24379,34286,1,750,20

